55104:
 num     #instances         #bytes  class name (module)
 561:             8            384  kotlinx.coroutines.CancellableContinuationImpl
 562:             4            384  mihon.reader.prefetch.PageLoadCoordinator
 563:            16            384  okhttp3.CertificatePinner
 564:            24            384  sun.nio.ch.FileChannelImpl$Closer (java.base@17.0.18)
 565:            24            384  sun.nio.ch.FileDispatcherImpl (java.base@17.0.18)
 566:            12            384  sun.util.locale.BaseLocale$Key (java.base@17.0.18)
 567:             1            376  com.sun.jna.internal.Cleaner$CleanerThread
 568:             1            376  java.lang.ref.Finalizer$FinalizerThread (java.base@17.0.18)
 569:             1            376  java.util.logging.LogManager$Cleaner (java.logging@17.0.18)
 570:             1            376  jdk.internal.misc.InnocuousThread (java.base@17.0.18)
 571:             1            376  kotlin.concurrent.ThreadsKt$thread$thread$1
 572:            20            368  [Ljava.nio.file.LinkOption; (java.base@17.0.18)
 573:            23            368  [Ljava.nio.file.attribute.FileAttribute; (java.base@17.0.18)
 574:            23            368  java.awt.font.TextAttribute (java.desktop@17.0.18)
 575:            23            368  java.lang.Float (java.base@17.0.18)
 576:            23            368  java.lang.ThreadLocal (java.base@17.0.18)
 577:             1            368  java.lang.ref.Reference$ReferenceHandler (java.base@17.0.18)
 578:            15            360  [Lsun.security.ssl.EphemeralKeyManager$EphemeralKeyPair; (java.base@17.0.18)
 579:             9            360  com.sun.jna.Structure$LayoutInfo
 580:            15            360  com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver (java.xml@17.0.18)
 581:            15            360  com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket (java.xml@17.0.18)
 582:            15            360  com.sun.org.apache.xerces.internal.impl.dtd.XMLAttributeDecl (java.xml@17.0.18)
 583:            15            360  com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter (java.xml@17.0.18)
 584:            15            360  com.sun.org.apache.xerces.internal.impl.validation.ValidationManager (java.xml@17.0.18)
 585:             9            360  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit (java.xml@17.0.18)
 586:             9            360  java.nio.channels.Channels$ReadableByteChannelImpl (java.base@17.0.18)
 587:             5            360  java.util.ResourceBundle$CacheKey (java.base@17.0.18)
 588:             9            360  jdk.internal.loader.NativeLibraries$NativeLibraryImpl (java.base@17.0.18)
 589:             9            360  kotlinx.coroutines.channels.ChannelSegment
 590:            15            360  sun.security.ssl.EphemeralKeyManager (java.base@17.0.18)
 591:            11            352  java.lang.constant.DirectMethodHandleDesc$Kind (java.base@17.0.18)
 592:            22            352  java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser (java.base@17.0.18)
 593:            22            352  java.util.concurrent.atomic.AtomicBoolean (java.base@17.0.18)
 594:            11            352  jdk.internal.loader.BuiltinClassLoader$LoadedModule (java.base@17.0.18)
 595:             4            352  mihon.desktop.cli.PackagedReaderVerifier$verifyInternal$soak$2
 596:            22            352  org.apache.commons.io.input.ProxyInputStream$$Lambda$309/0x0000000800314000
 597:            11            352  sun.security.x509.CRLDistributionPointsExtension (java.base@17.0.18)
 598:            22            352  sun.security.x509.GeneralNames (java.base@17.0.18)
 599:             3            336  [Lsun.font.EAttribute; (java.desktop@17.0.18)
 600:             7            336  java.awt.image.DataBufferByte (java.desktop@17.0.18)
 601:             7            336  java.lang.invoke.BoundMethodHandle$Species_LLLL (java.base@17.0.18)
 602:             6            336  java.nio.DirectLongBufferU (java.base@17.0.18)
 603:            14            336  java.nio.file.attribute.AclEntryPermission (java.base@17.0.18)
 604:            14            336  java.util.BitSet (java.base@17.0.18)
 605:             1            336  java.util.concurrent.ForkJoinPool (java.base@17.0.18)
 606:            21            336  java.util.regex.Pattern$Begin (java.base@17.0.18)
 607:            14            336  kotlinx.serialization.json.JsonImpl
 608:            14            336  mihon.desktop.ui.theme.DesktopAppTheme
 609:             6            336  mihon.reader.image.ImageIoPageDecoder$decodeFull$2
 610:             6            336  mihon.reader.prefetch.PageLoadCoordinator$metadataFor$1
 611:            14            336  org.apache.commons.compress.archivers.sevenz.SevenZMethod
 612:            21            336  sun.font.Font2DHandle (java.desktop@17.0.18)
 613:             7            336  sun.java2d.pipe.PixelToParallelogramConverter (java.desktop@17.0.18)
 614:             5            328  [[Ljava.lang.String; (java.base@17.0.18)
 615:             2            320  com.github.junrar.unpack.ComprDataIO
 616:            10            320  com.sun.org.apache.xerces.internal.impl.XMLEntityManager$EncodingInfo (java.xml@17.0.18)
 617:             5            320  java.awt.color.ICC_ColorSpace (java.desktop@17.0.18)
 618:            10            320  java.lang.constant.DirectMethodHandleDescImpl (java.base@17.0.18)
 619:            10            320  java.util.ResourceBundle$KeyElementReference (java.base@17.0.18)
 620:            10            320  java.util.Vector (java.base@17.0.18)
 621:             5            320  kotlin.collections.builders.MapBuilder
 622:             8            320  kotlinx.coroutines.InterruptibleKt$runInterruptible$2
 623:            13            312  kotlinx.coroutines.internal.LimitedDispatcher$Worker
 624:            13            312  org.sqlite.SQLiteLimits
 625:            13            312  sun.security.util.DisabledAlgorithmConstraints$DisabledConstraint (java.base@17.0.18)
 626:            19            304  java.nio.channels.spi.AbstractInterruptibleChannel$1 (java.base@17.0.18)
 627:            19            304  java.util.IdentityHashMap$KeySet (java.base@17.0.18)
 628:            19            304  org.apache.commons.compress.archivers.zip.ZipShort
 629:             2            304  sun.awt.windows.WFramePeer (java.desktop@17.0.18)
 630:             1            288  [Ljava.lang.invoke.LambdaForm$Kind; (java.base@17.0.18)
 631:             9            288  com.github.junrar.io.RawDataIo
 632:             1            288  com.github.junrar.unpack.Unpack
 633:            12            288  java.awt.AlphaComposite (java.desktop@17.0.18)
 634:             3            288  java.awt.image.IndexColorModel (java.desktop@17.0.18)
 635:             9            288  java.io.DataInputStream (java.base@17.0.18)
 636:             9            288  java.lang.constant.PrimitiveClassDescImpl (java.base@17.0.18)
 637:             9            288  java.security.cert.PolicyQualifierInfo (java.base@17.0.18)
 638:            12            288  java.util.Collections$UnmodifiableList (java.base@17.0.18)
 639:             4            288  java.util.concurrent.ThreadPoolExecutor (java.base@17.0.18)
 640:             9            288  java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater (java.base@17.0.18)
 641:             9            288  java.util.logging.Level (java.logging@17.0.18)
 642:             9            288  java.util.logging.Level$KnownLevel (java.logging@17.0.18)
 643:            12            288  java.util.regex.Pattern$Start (java.base@17.0.18)
 644:            18            288  java.util.zip.CRC32 (java.base@17.0.18)
 645:             9            288  jdk.internal.org.objectweb.asm.Type (java.base@17.0.18)
 646:             9            288  kotlinx.coroutines.internal.ListClosed
 647:             4            288  mihon.desktop.reader.codec.PackagedCodecPageDecoder$decode$pixels$1
 648:             4            288  org.apache.commons.compress.archivers.sevenz.SevenZFile
 649:             9            288  sun.security.ssl.ProtocolVersion (java.base@17.0.18)
 650:            18            288  sun.security.x509.DNSName (java.base@17.0.18)
 651:             7            280  com.sun.jna.Function
 652:             7            280  com.sun.jna.Library$Handler$FunctionInfo
 653:             7            280  java.lang.WeakPairMap$Pair$Weak (java.base@17.0.18)
 654:             7            280  java.lang.invoke.VarHandleInts$FieldInstanceReadWrite (java.base@17.0.18)
 655:             7            280  java.util.EnumMap (java.base@17.0.18)
 656:             7            280  java.util.Spliterators$IteratorSpliterator (java.base@17.0.18)
 657:             7            280  javax.imageio.ImageTypeSpecifier$Interleaved (java.desktop@17.0.18)
 658:             5            280  mihon.reader.cache.WeightedTileCache$getOrLoad$1
 659:             5            280  mihon.reader.cache.WeightedTileCache$loadAndPublish$1
 660:             7            280  sun.util.resources.Bundles$BundleReference (java.base@17.0.18)
 661:             1            272  [Ljava.util.concurrent.ForkJoinPool$WorkQueue; (java.base@17.0.18)
 662:             2            264  [Ljava.time.LocalDateTime; (java.base@17.0.18)
 663:            11            264  com.sun.jna.DefaultTypeMapper$Entry
 664:             3            264  com.sun.xml.internal.stream.Entity$ScannedEntity (java.xml@17.0.18)
 665:            11            264  java.lang.invoke.MethodHandleImpl$Intrinsic (java.base@17.0.18)
 666:            11            264  java.lang.module.ResolvedModule (java.base@17.0.18)
 667:            11            264  jdk.internal.module.SystemModuleFinders$2 (java.base@17.0.18)
 668:            11            264  jdk.internal.module.SystemModuleFinders$SystemModuleReader (java.base@17.0.18)
 669:            11            264  kotlin.SafePublicationLazyImpl
 670:            11            264  kotlinx.coroutines.SupervisorJobImpl
 671:             3            264  kotlinx.coroutines.channels.ConflatedBufferedChannel
 672:             8            256  com.github.junrar.rarfile.BaseBlock
 673:             8            256  com.github.junrar.unpack.decode.MultDecode
 674:             4            256  com.github.junrar.unpack.ppm.PPMContext
 675:             8            256  java.lang.Process$PipeInputStream (java.base@17.0.18)
 676:             4            256  java.lang.ProcessImpl (java.base@17.0.18)
 677:             8            256  java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo (java.base@17.0.18)
 678:             8            256  java.util.ImmutableCollections$MapN (java.base@17.0.18)
 679:             8            256  java.util.concurrent.CompletableFuture$AsyncSupply (java.base@17.0.18)
 680:            16            256  java.util.concurrent.atomic.AtomicInteger (java.base@17.0.18)
 681:             4            256  java.util.stream.ReferencePipeline$3 (java.base@17.0.18)
 682:             8            256  kotlinx.coroutines.ChildContinuation
 683:             8            256  mihon.desktop.navigation.DesktopDestination
 684:             8            240  [Ljava.lang.Boolean; (java.base@17.0.18)
 685:             5            240  [Ljava.lang.invoke.LambdaForm$NamedFunction; (java.base@17.0.18)
 686:            10            240  com.github.junrar.rarfile.UnrarHeadertype
 687:            15            240  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver (java.xml@17.0.18)
 688:            15            240  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver (java.xml@17.0.18)
 689:            15            240  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver (java.xml@17.0.18)
 690:            10            240  com.sun.org.apache.xerces.internal.impl.XMLScanner$NameType (java.xml@17.0.18)
 691:            15            240  com.sun.org.apache.xerces.internal.impl.dv.dtd.DTDDVFactoryImpl (java.xml@17.0.18)
 692:            10            240  java.lang.Class$AnnotationData (java.base@17.0.18)
 693:             5            240  java.lang.ProcessEnvironment (java.base@17.0.18)
 694:             5            240  java.lang.ProcessHandleImpl (java.base@17.0.18)
 695:            10            240  java.lang.constant.MethodTypeDescImpl (java.base@17.0.18)
 696:             6            240  java.lang.invoke.DirectMethodHandle$Interface (java.base@17.0.18)
 697:            10            240  java.nio.charset.CoderResult (java.base@17.0.18)
 698:            10            240  java.nio.file.StandardOpenOption (java.base@17.0.18)
 699:            10            240  java.security.CryptoPrimitive (java.base@17.0.18)
 700:            10            240  java.util.Collections$3 (java.base@17.0.18)
 701:            10            240  java.util.Collections$SingletonList (java.base@17.0.18)
 702:             6            240  java.util.Collections$SingletonMap (java.base@17.0.18)
 703:            10            240  java.util.Collections$SynchronizedCollection (java.base@17.0.18)
 704:            10            240  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@17.0.18)
 705:            10            240  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@17.0.18)
 706:            15            240  java.util.regex.Pattern$BranchConn (java.base@17.0.18)
 707:            10            240  java.util.regex.Pattern$SliceI (java.base@17.0.18)
 708:             6            240  java.util.stream.StreamOpFlag (java.base@17.0.18)
 709:            10            240  java.util.zip.CheckedInputStream (java.base@17.0.18)
 710:            15            240  javax.imageio.metadata.IIONamedNodeMap (java.desktop@17.0.18)
 711:            10            240  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base@17.0.18)
 712:            15            240  jdk.internal.reflect.BootstrapConstructorAccessorImpl (java.base@17.0.18)
 713:            15            240  jdk.internal.reflect.DelegatingMethodAccessorImpl (java.base@17.0.18)
 714:            15            240  kotlinx.serialization.json.internal.DescriptorSchemaCache
 715:             6            240  mihon.desktop.cli.ReaderProgressRow
 716:            10            240  mihon.reader.cache.WeightedTileCache$PinHandle
 717:            10            240  mihon.reader.image.ReaderImageFormat
 718:            15            240  okhttp3.ConnectionPool
 719:            15            240  okhttp3.internal._UtilJvmKt$$Lambda$90/0x00000008001c6ac8
 720:            15            240  okhttp3.internal.connection.RouteDatabase
 721:            15            240  okhttp3.internal.tls.BasicCertificateChainCleaner
 722:            15            240  okhttp3.internal.tls.BasicTrustRootIndex
 723:            10            240  sun.awt.SunHints$Key (java.desktop@17.0.18)
 724:             5            240  sun.font.FontFamily (java.desktop@17.0.18)
 725:             5            240  sun.java2d.loops.DrawParallelogram (java.desktop@17.0.18)
 726:             5            240  sun.java2d.loops.FillParallelogram (java.desktop@17.0.18)
 727:            15            240  sun.security.ssl.SSLSocketFactoryImpl (java.base@17.0.18)
 728:            10            240  sun.security.x509.Extension (java.base@17.0.18)
 729:             1            232  [Lorg.sqlite.SQLiteConfig$Pragma;
 730:            13            224  [Ljava.lang.constant.ConstantDesc; (java.base@17.0.18)
 731:             4            224  app.cash.sqldelight.coroutines.FlowQuery$asFlow$1
 732:             7            224  java.lang.WeakPairMap$Pair$Weak$1 (java.base@17.0.18)
 733:             7            224  java.util.ImmutableCollections$ListItr (java.base@17.0.18)
 734:             7            224  java.util.LinkedHashMap$LinkedEntryIterator (java.base@17.0.18)
 735:             7            224  java.util.RegularEnumSet (java.base@17.0.18)
 736:             4            224  java.util.ServiceLoader (java.base@17.0.18)
 737:             7            224  java.util.concurrent.SynchronousQueue$TransferStack$SNode (java.base@17.0.18)
 738:             4            224  java.util.stream.SortedOps$OfRef (java.base@17.0.18)
 739:             7            224  mihon.reader.prefetch.PageLoadCoordinator$Flight
 740:             7            224  org.apache.commons.compress.archivers.sevenz.BoundedSeekableByteChannelInputStream
 741:             4            224  org.apache.commons.io.input.BoundedInputStream
 742:             7            224  sun.java2d.loops.RenderCache$Entry (java.desktop@17.0.18)
 743:             7            224  sun.security.x509.CertificatePoliciesExtension (java.base@17.0.18)
 744:             7            224  sun.util.resources.Bundles$CacheKey (java.base@17.0.18)
 745:             3            216  [Ljava.nio.file.attribute.AclEntryPermission; (java.base@17.0.18)
 746:             3            216  com.sun.imageio.plugins.gif.GIFStreamMetadata (java.desktop@17.0.18)
 747:             9            216  com.twelvemonkeys.imageio.stream.FileCache
 748:             3            216  java.awt.Font (java.desktop@17.0.18)
 749:             9            216  java.io.PushbackInputStream (java.base@17.0.18)
 750:             9            216  java.nio.file.attribute.PosixFilePermission (java.base@17.0.18)
 751:             9            216  java.util.ImmutableCollections$Set12$1 (java.base@17.0.18)
 752:             9            216  javax.imageio.spi.FilterIterator (java.desktop@17.0.18)
 753:             9            216  kotlinx.coroutines.NodeList
 754:             9            216  mihon.desktop.track.TrackerHttpClient
 755:             3            216  mihon.reader.image.ImageIoPageDecoder$reservePeak$1
 756:             3            216  mihon.reader.source.SevenZipChapterSource$open$1
 757:             3            216  org.apache.commons.compress.archivers.sevenz.SevenZFile$Builder
 758:             3            216  sun.net.www.protocol.jar.URLJarFile (java.base@17.0.18)
 759:             3            216  sun.nio.cs.DoubleByte$Encoder (java.base@17.0.18)
 760:             9            216  sun.util.logging.PlatformLogger$Level (java.base@17.0.18)
 761:             5            208  [Lorg.apache.commons.compress.archivers.sevenz.Folder;
 762:             5            208  [Lorg.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry;
 763:             3            208  [[J (java.base@17.0.18)
 764:             2            208  com.github.junrar.Archive
 765:            13            208  java.util.LinkedHashMap$LinkedValues (java.base@17.0.18)
 766:            13            208  kotlinx.coroutines.sync.MutexImpl$$Lambda$53/0x0000000800113610
 767:            13            208  kotlinx.coroutines.sync.SemaphoreAndMutexImpl$$Lambda$52/0x00000008001131f8
 768:             2            208  sun.java2d.d3d.D3DGraphicsDevice (java.desktop@17.0.18)
 769:             5            200  com.sun.org.apache.xerces.internal.dom.DeferredTextImpl (java.xml@17.0.18)
 770:             5            200  java.util.ResourceBundle$BundleReference (java.base@17.0.18)
 771:             5            200  mihon.reader.memory.ReaderMemoryMetrics
 772:             5            200  sun.awt.FontDescriptor (java.desktop@17.0.18)
 773:             5            200  sun.java2d.pipe.Region (java.desktop@17.0.18)
 774:             5            200  sun.security.ssl.CipherSuite$MacAlg (java.base@17.0.18)
 775:             5            200  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@17.0.18)
 776:             8            192  [Ljava.util.Enumeration; (java.base@17.0.18)
 777:             8            192  com.github.junrar.rarfile.FileHeader$TimePositionTuple
 778:             6            192  java.io.BufferedOutputStream (java.base@17.0.18)
 779:             6            192  java.io.FileOutputStream (java.base@17.0.18)
 780:             8            192  java.lang.CompoundEnumeration (java.base@17.0.18)
 781:             8            192  java.lang.ProcessEnvironment$CheckedEntrySet$1 (java.base@17.0.18)
 782:             6            192  java.lang.invoke.LambdaForm$BasicType (java.base@17.0.18)
 783:             8            192  java.math.RoundingMode (java.base@17.0.18)
 784:             8            192  java.net.NetPermission (java.base@17.0.18)
 785:             3            192  java.nio.DirectByteBufferR (java.base@17.0.18)
 786:             4            192  java.nio.file.FileAlreadyExistsException (java.base@17.0.18)
 787:             6            192  java.time.format.TextStyle (java.base@17.0.18)
 788:             6            192  java.util.Collections$UnmodifiableMap (java.base@17.0.18)
 789:            12            192  java.util.HashMap$Values (java.base@17.0.18)
 790:             4            192  java.util.TimSort (java.base@17.0.18)
 791:             8            192  java.util.concurrent.CompletableFuture (java.base@17.0.18)
 792:             3            192  java.util.stream.ReferencePipeline$2 (java.base@17.0.18)
 793:             6            192  kotlin.collections.ArrayDeque
 794:             2            192  kotlinx.coroutines.channels.BufferedChannel$receiveCatching$1
 795:             3            192  kotlinx.serialization.internal.PluginGeneratedSerialDescriptor
 796:             1            192  mihon.desktop.DesktopRuntime
 797:             4            192  mihon.desktop.reader.codec.PackagedCodecPageDecoder$probe$2
 798:             6            192  mihon.desktop.track.TrackStatus
 799:             4            192  org.apache.commons.compress.archivers.sevenz.Archive
 800:             3            192  org.apache.commons.compress.archivers.sevenz.SevenZFile$ArchiveStatistics
 801:             8            192  org.sqlite.SQLiteConfig$Encoding
 802:             4            192  org.tukaani.xz.LZMA2InputStream
 803:             4            192  org.tukaani.xz.lz.LZDecoder
 804:             8            192  org.tukaani.xz.lzma.LZMADecoder$LiteralDecoder$LiteralSubdecoder
 805:             4            192  sun.nio.fs.WindowsDirectoryStream (java.base@17.0.18)
 806:             4            192  sun.nio.fs.WindowsException (java.base@17.0.18)
 807:             4            192  sun.nio.fs.WindowsPath$WindowsPathWithAttributes (java.base@17.0.18)
 808:             8            192  sun.reflect.annotation.AnnotationInvocationHandler (java.base@17.0.18)
 809:            12            192  sun.util.logging.internal.LoggingProviderImpl$JULWrapper (java.logging@17.0.18)
 810:             3            184  [Ljava.time.ZoneOffset; (java.base@17.0.18)
 811:            11            176  java.util.Collections$UnmodifiableSet (java.base@17.0.18)
 812:            11            176  org.apache.commons.compress.archivers.zip.ZipFile$$Lambda$290/0x0000000800309630
 813:            11            176  org.apache.commons.io.build.AbstractOrigin$InputStreamOrigin
 814:            11            176  org.sqlite.date.FastDateParser$NumberStrategy
 815:             2            176  sun.java2d.windows.GDIWindowSurfaceData (java.desktop@17.0.18)
 816:             1            168  [Lcom.github.junrar.unpack.ppm.RarNode;
 817:             3            168  [Ljava.util.Map; (java.base@17.0.18)
 818:             1            168  [[Ljava.math.BigInteger; (java.base@17.0.18)
 819:             7            168  java.lang.System$Logger$Level (java.base@17.0.18)
 820:             7            168  java.time.ZoneOffset (java.base@17.0.18)
 821:             7            168  jdk.xml.internal.JdkProperty$State (java.xml@17.0.18)
 822:             7            168  mihon.reader.cache.WeightedTileCache$LoadedTile
 823:             7            168  mihon.reader.prefetch.PageLoadCoordinator$$Lambda$253/0x00000008002e5698
 824:             7            168  mihon.reader.prefetch.PageLoadCoordinator$FlightKey$FullPage
 825:             7            168  mihon.reader.prefetch.PageLoadPriority
 826:             7            168  okhttp3.Protocol
 827:             7            168  sun.security.x509.NetscapeCertTypeExtension$MapEntry (java.base@17.0.18)
 828:             7            168  sun.security.x509.PolicyInformation (java.base@17.0.18)
 829:             2            160  [Ljava.lang.constant.DirectMethodHandleDesc$Kind; (java.base@17.0.18)
 830:             5            160  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@17.0.18)
 831:             3            160  [Ljava.util.logging.Level; (java.logging@17.0.18)
 832:             5            160  [[Lsun.awt.FontDescriptor; (java.desktop@17.0.18)
 833:             4            160  com.sun.org.apache.xerces.internal.dom.DeepNodeListImpl (java.xml@17.0.18)
 834:             5            160  java.lang.invoke.VarHandle$AccessType (java.base@17.0.18)
 835:             5            160  java.nio.channels.Channels$1 (java.base@17.0.18)
 836:             4            160  java.util.ServiceLoader$LazyClassPathLookupIterator (java.base@17.0.18)
 837:             4            160  javax.imageio.IIOException (java.desktop@17.0.18)
 838:             5            160  javax.imageio.spi.SubRegistry (java.desktop@17.0.18)
 839:             4            160  javax.xml.catalog.CatalogFeatures$Feature (java.xml@17.0.18)
 840:            10            160  jdk.internal.module.SystemModuleFinders$3 (java.base@17.0.18)
 841:            10            160  kotlin.collections.CollectionsKt__IteratorsJVMKt$iterator$1
 842:             5            160  kotlin.ranges.IntProgressionIterator
 843:             4            160  kotlinx.coroutines.JobCancellationException
 844:             4            160  kotlinx.coroutines.ThreadState
 845:             2            160  kotlinx.coroutines.channels.BufferedChannel
 846:            10            160  kotlinx.coroutines.internal.ContextScope
 847:             4            160  mihon.desktop.reader.codec.CodecCommand
 848:             2            160  mihon.desktop.reader.codec.PackagedCodecPageDecoder$decode$1
 849:             4            160  mihon.reader.source.SecureLocalPath
 850:             4            160  mihon.reader.source.SecureLocalPath$windowsChannelOpener$1
 851:             4            160  mihon.reader.source.SecureLocalPath$windowsDirectoryLister$1
 852:             5            160  sun.java2d.cmm.ProfileDeferralInfo (java.desktop@17.0.18)
 853:             5            160  sun.security.jca.ProviderConfig (java.base@17.0.18)
 854:             5            160  sun.security.ssl.NamedGroup$NamedGroupSpec (java.base@17.0.18)
 855:             5            160  sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint (java.base@17.0.18)
 856:             5            160  sun.security.util.DisabledAlgorithmConstraints$UsageConstraint (java.base@17.0.18)
 857:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base@17.0.18)
 858:             1            152  sun.awt.Win32FontManager (java.desktop@17.0.18)
 859:             2            144  [Ljava.awt.Cursor; (java.desktop@17.0.18)
 860:             1            144  [Ljava.lang.invoke.VarHandle$AccessMode; (java.base@17.0.18)
 861:             2            144  [Ljava.math.BigDecimal; (java.base@17.0.18)
 862:             6            144  com.github.junrar.rarfile.HostSystem
 863:             6            144  com.github.junrar.rarfile.SubBlockHeaderType
 864:             1            144  com.github.junrar.unpack.ppm.ModelPPM
 865:             2            144  com.sun.imageio.plugins.common.SubImageInputStream (java.desktop@17.0.18)
 866:             9            144  com.sun.org.apache.xerces.internal.dom.DeferredDocumentImpl$RefCount (java.xml@17.0.18)
 867:             3            144  com.sun.org.apache.xerces.internal.impl.XMLEntityManager$RewindableInputStream (java.xml@17.0.18)
 868:             3            144  com.sun.org.apache.xerces.internal.impl.io.UTF8Reader (java.xml@17.0.18)
 869:             6            144  com.sun.org.apache.xerces.internal.util.Status (java.xml@17.0.18)
 870:             6            144  java.lang.Thread$State (java.base@17.0.18)
 871:             3            144  java.lang.ThreadGroup (java.base@17.0.18)
 872:             3            144  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@17.0.18)
 873:             3            144  java.time.temporal.JulianFields$Field (java.base@17.0.18)
 874:             6            144  java.util.stream.MatchOps$$Lambda$104/0x00000008001d3470 (java.base@17.0.18)
 875:             6            144  java.util.stream.MatchOps$1MatchSink (java.base@17.0.18)
 876:             6            144  java.util.stream.MatchOps$MatchOp (java.base@17.0.18)
 877:             9            144  javax.imageio.ImageIO$CanDecodeInputFilter (java.desktop@17.0.18)
 878:             9            144  javax.imageio.ImageIO$ImageReaderIterator (java.desktop@17.0.18)
 879:             9            144  javax.imageio.metadata.IIONodeList (java.desktop@17.0.18)
 880:             6            144  jdk.internal.perf.PerfCounter (java.base@17.0.18)
 881:             6            144  kotlin.ranges.IntRange
 882:             1            144  mihon.desktop.cli.PackagedReaderVerifier$verifyInternal$1
 883:             1            144  mihon.desktop.download.DesktopDownloader
 884:             6            144  mihon.desktop.reader.ReaderColorFilter
 885:             9            144  mihon.reader.image.ImageIoPageDecoder$$Lambda$257/0x00000008002edb78
 886:             9            144  mihon.reader.image.ImageIoPageDecoder$$Lambda$258/0x00000008002edd98
 887:             6            144  mihon.reader.model.ReadingMode
 888:             9            144  mihon.reader.source.EpubChapterSource$$Lambda$338/0x0000000800337cd0
 889:             2            144  mihon.reader.source.SevenZipChapterSource
 890:             6            144  org.apache.commons.compress.archivers.sevenz.Coders$BCJDecoder
 891:             6            144  org.apache.commons.compress.archivers.zip.ZipLong
 892:             6            144  org.sqlite.SQLiteConfig$JournalMode
 893:             3            144  sun.nio.cs.StreamEncoder (java.base@17.0.18)
 894:             6            144  sun.security.util.DisabledAlgorithmConstraints$Constraint$Operator (java.base@17.0.18)
 895:             1            136  [Ljava.time.temporal.ChronoField; (java.base@17.0.18)
 896:             3            136  [Ljava.util.List; (java.base@17.0.18)
 897:             2            136  [Lokhttp3.CipherSuite;
 898:             8            128  [Ljava.lang.StackTraceElement; (java.base@17.0.18)
 899:             2            128  [Lsun.awt.image.BufferedImageGraphicsConfig; (java.desktop@17.0.18)
 900:             8            128  java.io.FileInputStream$1 (java.base@17.0.18)
 901:             4            128  java.lang.ProcessBuilder (java.base@17.0.18)
 902:             8            128  java.lang.ProcessEnvironment$CheckedEntrySet (java.base@17.0.18)
 903:             4            128  java.lang.invoke.MethodHandles$Lookup (java.base@17.0.18)
 904:             4            128  java.nio.file.FileTreeWalker (java.base@17.0.18)
 905:             4            128  java.nio.file.FileTreeWalker$DirectoryNode (java.base@17.0.18)
 906:             4            128  java.util.ServiceLoader$ModuleServicesLookupIterator (java.base@17.0.18)
 907:             4            128  java.util.Spliterators$ArraySpliterator (java.base@17.0.18)
 908:             4            128  java.util.stream.SortedOps$RefSortingSink (java.base@17.0.18)
 909:             4            128  jdk.internal.loader.URLClassPath$1 (java.base@17.0.18)
 910:             8            128  kotlin.jvm.internal.Ref$BooleanRef
 911:             4            128  mihon.desktop.i18n.AppLanguage
 912:             2            128  mihon.reader.image.ImageIoPageDecoder$decodeStillFull$1
 913:             4            128  mihon.reader.prefetch.PageLoadCoordinator$DrainedState
 914:             4            128  mihon.reader.source.ChapterExpansionBudget
 915:             4            128  org.apache.commons.compress.archivers.sevenz.StreamMap
 916:             4            128  org.tukaani.xz.rangecoder.RangeDecoderFromBuffer
 917:             2            128  sun.java2d.d3d.D3DContext (java.desktop@17.0.18)
 918:             2            128  sun.nio.cs.SingleByte$Encoder (java.base@17.0.18)
 919:             4            128  sun.nio.fs.WindowsDirectoryStream$WindowsDirectoryIterator (java.base@17.0.18)
 920:             4            128  sun.nio.fs.WindowsNativeDispatcher$FirstFile (java.base@17.0.18)
 921:             4            128  sun.util.locale.provider.LocaleResources (java.base@17.0.18)
 922:             1            120  [Ljava.awt.SystemColor; (java.desktop@17.0.18)
 923:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@17.0.18)
 924:             2            120  [Lsun.security.util.ObjectIdentifier; (java.base@17.0.18)
 925:             1            120  [[Lcom.github.junrar.unpack.ppm.SEE2Context;
 926:             3            120  com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl (java.xml@17.0.18)
 927:             3            120  com.sun.org.apache.xerces.internal.utils.XMLLimitAnalyzer (java.xml@17.0.18)
 928:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State (java.xml@17.0.18)
